Tracker ID,TrackerLOC,ParentID,Wiki page,Country,"Subnational unit (province, state)",Unit,Plant,Chinese Name,Other names,Sponsor,Parent,Capacity (MW),Status,Year,RETIRED,Planned Retire,Combustion technology,Coal type,Coal source,Location,"Local area (taluk, county)","Major area (prefecture, district)",Region,Latitude,Longitude,Accuracy,Permits,Captive,Captive industry use,Captive residential use,Heat rate (Btu per kWh),Emission factor (kg of CO2 per TJ),Capacity factor,Annual CO2 (million tonnes / annum),Lifetime CO2,Remaining plant lifetime (years),resource,final_end_year,final_start_year,age_at_2030,lifetime_remain,CO2_reduction,ttl_CO2_reduction,retrofit_year
G111995,L100452,Q200515,https://www.gem.wiki/SDIC_Qinzhou_power_station,China,Guangxi,SDIC Qinzhou power station Unit 4,SDIC Qinzhou power station,国投钦州发电公司二期,NA,SDIC Qinzhou Electric Power Co,"SDIC (61%), Guangxi Investment Group (39%)",1050,operating,2016,NA,NA,ultra-super,bituminous,NA,3 Guoying Ave,Qinnan,Qinzhou,East Asia,21.7004655,108.6243063,exact,2014-7,NA,NA,NA,8272,94600,51.00%,3.9,135.6,35,coal,2056,2016,14,34,3.588,121.992,2030
G101728,L100973,Q200744,https://www.gem.wiki/CPI_Binhai_Power_Station,China,Jiangsu,CPI Binhai unit 1,CPI Binhai power station,国家电投协鑫滨海发电公司,NA,Shanghai Electric Power Co Ltd 51%; Jiangsu Xiexin Power Co 49%,"State Power Investment Corporation (51%), GCL Poly Energy Holdings (49%)",1000,operating,2017,NA,NA,ultra-super,unknown,NA,Binhai Port District,Binhai County,Yancheng,East Asia,34.307421,120.246943,exact,2015-8,NA,NA,NA,8272,96100,51.00%,3.7,134.9,36,coal,2057,2017,13,35,3.4040000000000004,119.14000000000001,2030
G101729,L100973,Q200744,https://www.gem.wiki/CPI_Binhai_Power_Station,China,Jiangsu,CPI Binhai unit 2,CPI Binhai power station,国家电投协鑫滨海发电公司,NA,Shanghai Electric Power Co Ltd 51%; Jiangsu Xiexin Power Co 49%,"State Power Investment Corporation (51%), GCL Poly Energy Holdings (49%)",1000,operating,2017,NA,NA,ultra-super,unknown,NA,Binhai Port District,Binhai County,Yancheng,East Asia,34.307421,120.246943,exact,2015-8,NA,NA,NA,8272,96100,51.00%,3.7,134.9,36,coal,2057,2017,13,35,3.4040000000000004,119.14000000000001,2030
G102157,L100647,Q200550,https://www.gem.wiki/Datang_Sanmenxia_power_station,China,Henan,Datang Sanmenxia power station Unit 5,Datang Sanmenxia power station,大唐三门峡电力公司上大压小三期,NA,Datang Henan Power Generation Co 65%; Shaanxi Coal and Chemical Industry Group 30%; Sanmenxia Construction Investment Certer (三门峡市建设投资中心) 5%.,"China Datang (65%), Shaanxi Coal and Chemical Industry Group (30%), Sanmenxia Investment (5%)",1000,operating,2017,NA,NA,ultra-super,bituminous,NA,Daying Town,Shan,Sanmenxia,East Asia,34.6855176,111.0274363,exact,2010-12-13,NA,NA,NA,8272,94600,51.00%,3.7,132.8,36,coal,2057,2017,13,35,3.4040000000000004,119.14000000000001,2030
G106819,L100299,Q200457,https://www.gem.wiki/Meizhou_Wan_power_station,China,Fujian,Meizhou Wan power station Unit 3,Meizhou Wan power station,国投云顶湄洲湾电力公司二期,NA,"SDIC Electric Power Investment Co 51%; Genting MZW Pte.Ltd. 49%.
","SDIC (51%), Genting Group (49%)",1000,operating,2017,NA,NA,ultra-super,bituminous,NA,"Talin Village, Dongbu Town",Xiuyu,Putian,East Asia,25.1608278,119.0333354,exact,2015-01-23,NA,NA,NA,8272,94600,51.00%,3.7,132.8,36,coal,2057,2017,13,35,3.4040000000000004,119.14000000000001,2030
G106820,L100299,Q200457,https://www.gem.wiki/Meizhou_Wan_power_station,China,Fujian,Meizhou Wan power station Unit 4,Meizhou Wan power station,国投云顶湄洲湾电力公司二期,NA,"SDIC Electric Power Investment Co 51%; Genting MZW Pte.Ltd. 49%.
","SDIC (51%), Genting Group (49%)",1000,operating,2017,NA,NA,ultra-super,bituminous,NA,"Talin Village, Dongbu Town",Xiuyu,Putian,East Asia,25.1608278,119.0333354,exact,2015-01-23,NA,NA,NA,8272,94600,51.00%,3.7,132.8,36,coal,2057,2017,13,35,3.4040000000000004,119.14000000000001,2030
G110263,L100242,Q200440,https://www.gem.wiki/Tongling_Wanneng_power_station,China,Anhui,Tongling Wanneng-6 power station Unit 2,Tongling Wanneng power station,皖能铜陵发电公司六期2号,NA,"Tongling Electricity Generation Co, Ltd","Wenergy Group (51%), Huainan Mining Group (49%)",1000,operating,2017,NA,NA,ultra-super,bituminous,NA,Tongling City,Tongguanshan,Tongling,East Asia,30.88181,117.76439,exact,2015-7-28,NA,NA,NA,8272,94600,51.00%,3.7,132.8,36,coal,2057,2017,13,35,3.4040000000000004,119.14000000000001,2030
G111568,L101053,P101598,https://www.gem.wiki/Zhangjiagang_Shazhou_power_station,China,Jiangsu,Zhangjiagang Shazhou power station Unit 3,Zhangjiagang Shazhou power station,永泰能源张家港沙洲电厂二期,NA,Huaxing Electricity Co.,Wintime Energy,1000,operating,2017,NA,NA,ultra-super,unknown,NA,Jinfeng Town - Zhangjiagang City,Zhangjiagang,Suzhou,East Asia,31.989733,120.6879258,exact,2015-5-29,NA,NA,NA,8272,96100,51.00%,3.7,134.9,36,coal,2057,2017,13,35,3.4040000000000004,119.14000000000001,2030
G111569,L101053,P101598,https://www.gem.wiki/Zhangjiagang_Shazhou_power_station,China,Jiangsu,Zhangjiagang Shazhou power station Unit 4,Zhangjiagang Shazhou power station,永泰能源张家港沙洲电厂二期,NA,Huaxing Electricity Co.,Wintime Energy,1000,operating,2017,NA,NA,ultra-super,unknown,NA,Jinfeng Town - Zhangjiagang City,Zhangjiagang,Suzhou,East Asia,31.989733,120.6879258,exact,2015-5-29,NA,NA,NA,8272,96100,51.00%,3.7,134.9,36,coal,2057,2017,13,35,3.4040000000000004,119.14000000000001,2030
G109027,L100407,P100247,https://www.gem.wiki/Shanwei_Haifeng_power_station,China,Guangdong,Shanwei Haifeng CCS power station Unit 1,Shanwei Haifeng CCS power station,华润电力海丰公司一期,NA,China Resources Power Holdings,China Resources,1050,operating,2015,NA,NA,ultra-super,unknown,NA,Xiaomo Town Da'ao Village,Haifeng,Shanwei,East Asia,22.7545453,115.0419938,exact,2011-7-13,NA,NA,NA,8272,96100,51.00%,3.9,133.8,34,coal,2055,2015,15,33,3.588,118.404,2030
G109028,L100407,P100247,https://www.gem.wiki/Shanwei_Haifeng_power_station,China,Guangdong,Shanwei Haifeng CCS power station Unit 2,Shanwei Haifeng CCS power station,华润电力海丰公司一期,NA,China Resources Power Holdings,China Resources,1050,operating,2015,NA,NA,ultra-super,unknown,NA,Xiaomo Town Da'ao Village,Haifeng,Shanwei,East Asia,22.7545453,115.0419938,exact,2011-7-13,NA,NA,NA,8272,96100,51.00%,3.9,133.8,34,coal,2055,2015,15,33,3.588,118.404,2030
G102042,L101057,Q200619,https://www.gem.wiki/Datang_Fuzhou_power_station,China,Jiangxi,Datang Fuzhou power station Unit 2,Datang Fuzhou power station,大唐国际抚州发电厂一期,NA,Datang International Power Generation Co Jiangxi Branch 51%; EDF China Investment Co 49%.,"China Datang (51%), EDF Group (49%)",1000,operating,2016,NA,NA,ultra-super,unknown,NA,Qingni Town,Linchuan,Fuzhou,East Asia,27.7844943,116.5644289,exact,2013-07-10,NA,NA,NA,8272,96100,51.00%,3.7,131.2,35,coal,2056,2016,14,34,3.4040000000000004,115.73600000000002,2030
G103395,L100982,Q200598,https://www.gem.wiki/Guodian_Taizhou_power_station,China,Jiangsu,Guodian Taizhou power station Unit 4,Guodian Taizhou power station,国电泰州发电公司二期,NA,Guodian Jiangsu Power Co 40%; Jiangsu Guoxin Investment Group (江苏省国信资产管理集团有限公司) 35.00%; Jiangsu Chunlan Cooling Equipment Co (江苏春兰制冷设备股份有限公司) 10.00%; Jiangsu Provincial Railway Development Co (江苏省铁路发展股份有限公司) 7.00%; Shenzhen Yihe Real Estate Co (深圳颐和置业有限公司) 5.00%; Taizhou Taineng Investment Management Co. (泰州市泰能投资管理有限责任公司) 2.50%.,"National Energy Investment Group (40%), Jiangsu Guoxin Investment Group (35%), Chunlan Group (10%), Jiangsu Railway Development (7%), Shenzhen Yihe Real Estate (5%), Taizhou Taineng Investment Management (3%)",1000,operating,2016,NA,NA,ultra-super,bituminous,NA,Yong'anzhou,Gaogang,Taizhou,East Asia,32.1872059,119.9144442,exact,2014-9,NA,NA,NA,8272,94600,51.00%,3.7,129.1,35,coal,2056,2016,14,34,3.4040000000000004,115.73600000000002,2030
G103449,L101332,Q200864,https://www.gem.wiki/Guohua_Shougang_power_station,China,Shandong,Guohua Shouguang 1,Guohua Shouguang power station,神华国华寿光发电公司,NA,China Shenhua Energy Co 60%; Shandong Ludian Energy Development Co (山东鲁电能源发展有限公司) 35.00%; Shouguang Jincai Public Asset Management Co (寿光市金财公有资产经营有限公司) 5.00%.,"National Energy Investment Group (60%), Shandong Electric Power Construction Corporation (35%), Shouguang Jincai Asset Management (5%)",1000,operating,2016,NA,NA,ultra-super,bituminous,NA,Yangkou,Shouguang,Weifang,East Asia,37.2696859,118.906738,exact,2015-8-11,NA,NA,NA,8272,94600,51.00%,3.7,129.1,35,coal,2056,2016,14,34,3.4040000000000004,115.73600000000002,2030
G103450,L101332,Q200864,https://www.gem.wiki/Guohua_Shougang_power_station,China,Shandong,Guohua Shouguang 2,Guohua Shouguang power station,神华国华寿光发电公司,NA,China Shenhua Energy Co 60%; Shandong Ludian Energy Development Co (山东鲁电能源发展有限公司) 35.00%; Shouguang Jincai Public Asset Management Co (寿光市金财公有资产经营有限公司) 5.00%.,"National Energy Investment Group (60%), Shandong Electric Power Construction Corporation (35%), Shouguang Jincai Asset Management (5%)",1000,operating,2016,NA,NA,ultra-super,bituminous,NA,Yangkou,Shouguang,Weifang,East Asia,37.2696859,118.906738,exact,2015-8-11,NA,NA,NA,8272,94600,51.00%,3.7,129.1,35,coal,2056,2016,14,34,3.4040000000000004,115.73600000000002,2030
G103612,L100737,P102056,https://www.gem.wiki/Hanchuan_power_station,China,Hubei,Hanchuan power station Unit 6,Hanchuan power station,国电汉川发电公司三期,NA,Guodian Changyuan Electric Power Co. Ltd (Guodian Hubei Power Co),National Energy Investment Group,1000,operating,2016,NA,NA,ultra-super,unknown,NA,Xinhe Town,Hanchuan,Xiaogan,East Asia,30.6566087,113.9172741,exact,2014-6-19,NA,NA,NA,8272,96100,51.00%,3.7,131.2,35,coal,2056,2016,14,34,3.4040000000000004,115.73600000000002,2030
G104429,L101348,Q200856,https://www.gem.wiki/Huaneng_Laiwu_power_station,China,Shandong,Huaneng Laiwu power station Unit 7,Huaneng Laiwu power station,华能莱芜发电厂上大压小项目,NA,Huaneng Shandong Power Co Ltd 95%; Laiwu Economy Development Investment Co (莱芜市经济开发投资有限公司)  5.00%,"China Huaneng (95%), Laiwu Economy Development Investment (5%)",1000,operating,2016,NA,NA,ultra-super,bituminous,NA,Gaozhuang Duixianmen Village,Laicheng,Laiwu,East Asia,36.1342702,117.6849675,exact,2015-8-26,NA,NA,NA,8272,94600,51.00%,3.7,129.1,35,coal,2056,2016,14,34,3.4040000000000004,115.73600000000002,2030
G106354,L100233,Q200433,https://www.gem.wiki/Lixin_Banji_power_station,China,Anhui,Lixin Banji power station Unit 1,Lixin Banji power station,中煤新集电力安徽利辛板集电厂,NA,ChianCoal Xinji Lixin Power Co,"ChinaCoal (55%), Wenergy Group (45%)",1000,operating,2016,NA,NA,ultra-super,unknown,NA,Banji,Lixin,Bozhou,East Asia,32.897245,116.242561,exact,2014-12,NA,NA,NA,8272,96100,51.00%,3.7,131.2,35,coal,2056,2016,14,34,3.4040000000000004,115.73600000000002,2030
G106355,L100233,Q200433,https://www.gem.wiki/Lixin_Banji_power_station,China,Anhui,Lixin Banji power station Unit 2,Lixin Banji power station,中煤新集电力安徽利辛板集电厂,NA,ChianCoal Xinji Lixin Power Co,"ChinaCoal (55%), Wenergy Group (45%)",1000,operating,2016,NA,NA,ultra-super,unknown,NA,Banji,Lixin,Bozhou,East Asia,32.897245,116.242561,exact,2014-12,NA,NA,NA,8272,96100,51.00%,3.7,131.2,35,coal,2056,2016,14,34,3.4040000000000004,115.73600000000002,2030
G111143,L101039,Q200641,https://www.gem.wiki/Xinhai_power_station,China,Jiangsu,Xinhai power station Unit 6,Xinhai power station,江苏国信新海发电公司,Gouxin Huaiyin,Jiangsu Xinhai Power Co Ltd,"Jiangsu Guoxin Investment Group (90%), Lianyungang Investment (10%)",1000,operating,2016,NA,NA,ultra-super,unknown,NA,Xinhai Road,Haizhou,Lianyungang,East Asia,34.57789,119.12671,exact,2015-12-31,NA,NA,NA,8272,96100,51.00%,3.7,131.2,35,coal,2056,2016,14,34,3.4040000000000004,115.73600000000002,2030
G107477,L101203,Q200669,https://www.gem.wiki/Huadian_Ningxia_Lingwu_power_station,China,Ningxia,Ningxia Lingwu power station Unit 4,Huadian Ningxia Lingwu power station,华电宁夏灵武电厂二期,NA,Huadian Power International Corp 83.85%; Ningxia Energy Group Co 16.15%,"China Huadian (84%), CHALCO (16%)",1060,operating,2011,NA,NA,ultra-super,bituminous,NA,Dongta Town,Lingwu,Yinchuan,East Asia,38.148333,106.345833,exact,2008-12-26,NA,NA,NA,9099,94600,51.00%,4.3,129,30,coal,2051,2011,19,29,3.956,114.724,2030
G101756,L100206,Q200434,https://www.gem.wiki/CPI_Pingwei_power_station,China,Anhui,CPI Pingwei-III power station Unit 1,CPI Pingwei power station,中电国际平圩发电公司三期,NA,China Power International Development Ltd 60%; Huainan Mining Group 40%,"State Power Investment Corporation (60%), Huainan Mining Group (40%)",1000,operating,2015,NA,NA,ultra-super,bituminous,NA,pingxv Town,Panji,Huainan,East Asia,32.68417,116.901389,exact,2013-2-26,NA,NA,NA,8272,94600,51.00%,3.7,125.4,34,coal,2055,2015,15,33,3.4040000000000004,112.33200000000001,2030
G101757,L100206,Q200434,https://www.gem.wiki/CPI_Pingwei_power_station,China,Anhui,CPI Pingwei-III power station Unit 2,CPI Pingwei power station,中电国际平圩发电公司三期,NA,China Power International Development Ltd 60%; Huainan Mining Group 40%,"State Power Investment Corporation (60%), Huainan Mining Group (40%)",1000,operating,2015,NA,NA,ultra-super,bituminous,NA,pingxv Town,Panji,Huainan,East Asia,32.68417,116.901389,exact,2013-2-26,NA,NA,NA,8272,94600,51.00%,3.7,125.4,34,coal,2055,2015,15,33,3.4040000000000004,112.33200000000001,2030
G102041,L101057,Q200619,https://www.gem.wiki/Datang_Fuzhou_power_station,China,Jiangxi,Datang Fuzhou power station Unit 1,Datang Fuzhou power station,大唐国际抚州发电厂一期,NA,Datang International Power Generation Co Jiangxi Branch 51%; EDF China Investment Co 49%.,"China Datang (51%), EDF Group (49%)",1000,operating,2015,NA,NA,ultra-super,unknown,NA,Qingni Town,Linchuan,Fuzhou,East Asia,27.7844943,116.5644289,exact,2013-07-10,NA,NA,NA,8272,96100,51.00%,3.7,127.4,34,coal,2055,2015,15,33,3.4040000000000004,112.33200000000001,2030
G102816,L100285,Q200455,https://www.gem.wiki/Fujian_Hongshan_power_station,China,Fujian,Fujian Hongshan 3,Fujian Hongshan power station,神华福能鸿山发电厂二期,NA,Shenhua Funeng Power Gernation Co,"National Energy Investment Group (51%), Fujian Energy Group (49%)",1000,operating,2015,NA,NA,ultra-super,bituminous,NA,Hongshan Town,Shishi,Quanzhou,East Asia,24.7272766,118.7496944,exact,2015-01-12,NA,NA,NA,8272,94600,51.00%,3.7,125.4,34,coal,2055,2015,15,33,3.4040000000000004,112.33200000000001,2030
G102817,L100285,Q200455,https://www.gem.wiki/Fujian_Hongshan_power_station,China,Fujian,Fujian Hongshan 4,Fujian Hongshan power station,神华福能鸿山发电厂二期,NA,Shenhua Funeng Power Gernation Co,"National Energy Investment Group (51%), Fujian Energy Group (49%)",1000,operating,2015,NA,NA,ultra-super,bituminous,NA,Hongshan Town,Shishi,Quanzhou,East Asia,24.7272766,118.7496944,exact,2015-01-12,NA,NA,NA,8272,94600,51.00%,3.7,125.4,34,coal,2055,2015,15,33,3.4040000000000004,112.33200000000001,2030
G103394,L100982,Q200598,https://www.gem.wiki/Guodian_Taizhou_power_station,China,Jiangsu,Guodian Taizhou power station Unit 3,Guodian Taizhou power station,国电泰州发电公司二期,NA,Guodian Jiangsu Power Co 40%; Jiangsu Guoxin Investment Group (江苏省国信资产管理集团有限公司) 35.00%; Jiangsu Chunlan Cooling Equipment Co (江苏春兰制冷设备股份有限公司) 10.00%; Jiangsu Provincial Railway Development Co (江苏省铁路发展股份有限公司) 7.00%; Shenzhen Yihe Real Estate Co (深圳颐和置业有限公司) 5.00%; Taizhou Taineng Investment Management Co. (泰州市泰能投资管理有限责任公司) 2.50%.,"National Energy Investment Group (40%), Jiangsu Guoxin Investment Group (35%), Chunlan Group (10%), Jiangsu Railway Development (7%), Shenzhen Yihe Real Estate (5%), Taizhou Taineng Investment Management (3%)",1000,operating,2015,NA,NA,ultra-super,bituminous,NA,Yong'anzhou,Gaogang,Taizhou,East Asia,32.1872059,119.9144442,exact,2014-9,NA,NA,NA,8272,94600,51.00%,3.7,125.4,34,coal,2055,2015,15,33,3.4040000000000004,112.33200000000001,2030
G104428,L101348,Q200856,https://www.gem.wiki/Huaneng_Laiwu_power_station,China,Shandong,Huaneng Laiwu power station Unit 6,Huaneng Laiwu power station,华能莱芜发电厂上大压小项目,NA,Huaneng Shandong Power Co Ltd 95%; Laiwu Economy Development Investment Co (莱芜市经济开发投资有限公司)  5.00%,"China Huaneng (95%), Laiwu Economy Development Investment (5%)",1000,operating,2015,NA,NA,ultra-super,bituminous,NA,Gaozhuang Duixianmen Village,Laicheng,Laiwu,East Asia,36.1342702,117.6849675,exact,2012-6-26,NA,NA,NA,8272,94600,51.00%,3.7,125.4,34,coal,2055,2015,15,33,3.4040000000000004,112.33200000000001,2030
G100234,L100237,Q200439,https://www.gem.wiki/Shenhua_Anqing_power_station,China,Anhui,Shenhua Anqing power station Unit 3,Shenhua Anqing power station,神华神皖安庆皖江发电公司二期,Anqing power station,"Shenwan Energy Co, Ltd","National Energy Investment Group (51%), Wenergy Group (49%)",1000,operating,2015,NA,NA,ultra-super,bituminous,NA,Laofeng Town,Yingjiang,Anqing,East Asia,30.541,117.1717,exact,2014-12-30,NA,NA,NA,8272,94600,51.00%,3.7,125.4,34,coal,2055,2015,15,33,3.4040000000000004,112.33200000000001,2030
G100235,L100237,Q200439,https://www.gem.wiki/Shenhua_Anqing_power_station,China,Anhui,Shenhua Anqing power station Unit 4,Shenhua Anqing power station,神华神皖安庆皖江发电公司二期,Anqing power station,"Shenwan Energy Co, Ltd","National Energy Investment Group (51%), Wenergy Group (49%)",1000,operating,2015,NA,NA,ultra-super,bituminous,NA,Laofeng Town,Yingjiang,Anqing,East Asia,30.541,117.1717,exact,2014-12-30,NA,NA,NA,8272,94600,51.00%,3.7,125.4,34,coal,2055,2015,15,33,3.4040000000000004,112.33200000000001,2030
G109189,L100276,P102056,https://www.gem.wiki/Shenhua_Wanzhou_power_station,China,Chongqing,Shenhua Wanzhou power station Unit 1,Shenhua Wanzhou power station,神华神东电力重庆万州港电公司万州电厂一期,NA,Shenhua Shendong Electric Power Corp,National Energy Investment Group,1000,operating,2015,NA,NA,ultra-super,unknown,NA,Xintian Town,Wanzhou,NA,East Asia,30.677938,108.398976,exact,2012-7-25,NA,NA,NA,8272,96100,51.00%,3.7,127.4,34,coal,2055,2015,15,33,3.4040000000000004,112.33200000000001,2030
G109190,L100276,P102056,https://www.gem.wiki/Shenhua_Wanzhou_power_station,China,Chongqing,Shenhua Wanzhou power station Unit 2,Shenhua Wanzhou power station,神华神东电力重庆万州港电公司万州电厂一期,NA,Shenhua Shendong Electric Power Corp,National Energy Investment Group,1000,operating,2015,NA,NA,ultra-super,unknown,NA,Xintian Town,Wanzhou,NA,East Asia,30.677938,108.398976,exact,2012-7-25,NA,NA,NA,8272,96100,51.00%,3.7,127.4,34,coal,2055,2015,15,33,3.4040000000000004,112.33200000000001,2030
G109859,L101750,Q200715,https://www.gem.wiki/Zhejiang_Taizhou-2_power_station,China,Zhejiang,Taizhou-2 No 1,Zhejiang Taizhou-2 power station,浙能台州第二发电公司一期,NA,Zhejiang Zheneng Elec Pow Co,"Zhejiang Provincial Energy Group (94%), Sanmen County Technological Inovation Investment Company (6%)",1000,operating,2015,NA,NA,ultra-super,bituminous,NA,Caotou Village,Sanmen,Taizhou,East Asia,29.012395,121.695507,exact,2012-8-16,NA,NA,NA,8272,94600,51.00%,3.7,125.4,34,coal,2055,2015,15,33,3.4040000000000004,112.33200000000001,2030
